FileName,Fragment,MN Relative Abundance,Average,StdDev,StdError,RelStdError,ShotNoise,Tic,TicVar,File Type,RSE over SN,IsotopeRatio
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\44\Smp\20211006_07_Alanine_C1-1_M1_rep1.isox,44,15N,0.10977896932400978,0.005125712894069089,6.066038614382951e-05,0.0005525683700380895,0.0004557003202289981,1330287.791456584,0.0,Smp,1.212569632956179,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\44\Smp\20211006_09_Alanine_C1-1_M1_rep2.isox,44,15N,0.10998511490312318,0.005018276889977534,6.057117283899401e-05,0.0005507215489327457,0.00045316921828215294,1256217.7768210974,0.0,Smp,1.2152668952679275,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\44\Smp\20211006_11_Alanine_C1-1_M1_rep3.isox,44,15N,0.11006638615262583,0.0049042190781111,5.99324649364728e-05,0.0005445119716510562,0.00045269261222198213,1211639.685498803,0.0,Smp,1.2028293746133625,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\44\Std\20211006_06_Alanine_Unlab_M1_rep1.isox,44,15N,0.11018983582277742,0.005271536167624265,6.132181086721043e-05,0.0005565105929174509,0.0004663804350323407,1402202.205751018,0.0,Std,1.1932545859880683,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\44\Std\20211006_08_Alanine_Unlab_M1_rep2.isox,44,15N,0.11048763676136247,0.005144811534680182,6.177976294816917e-05,0.0005591554381926426,0.00046487189806354183,1275636.5867627957,0.0,Std,1.202816174782442,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\44\Std\20211006_12_Alanine_Unlab_M1_rep4.isox,44,13C,0.6785594442859322,0.007717568169616911,9.500389481068125e-05,0.00014000821241336728,0.00022809254658328357,1188845.1611607808,0.0,Std,0.6138219530213628,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Smp\20221209_12_TTAS_C1-1_Rep_3.isox,full_molecular_average,,0.004731505455333686,0.0004733748735343822,1.0673405815861317e-05,0.002255816022325305,0.0017907293237926563,104298952.22470768,0.07243813617474254,Smp,1.2597191503781393,18O/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_15_TTAS_Unlab_Rep_3.isox,full_molecular_average,,0.004724789454583936,0.00047457499653622,1.0697746593727785e-05,0.00226417424449442,0.001784305054199304,109066511.33536585,0.08919993975318673,Std,1.2689389850495347,18O/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_07_TTAS_Unlab_Rep_1.isox,full_molecular_average,,0.0047329930602401085,0.0004730558165105718,1.0668924210624362e-05,0.0022541601212665036,0.0017918146064110757,95396114.41810784,0.07181637436722381,Std,1.2580320046511315,18O/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_08_TTAS_Unlab_Rep_2.isox,full_molecular_average,,0.004753518886139617,0.0004852876975353619,1.0944792315512031e-05,0.0023024610983297077,0.0017909773844856187,96339602.05696847,0.07166787058799219,Std,1.2855891527580572,18O/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_09_TTAS_Unlab_Rep_3.isox,full_molecular_average,,0.004732914525172565,0.00048441942816102534,1.0925210059410555e-05,0.002308347214238401,0.001796178505839475,96923242.47812818,0.07221426884817232,Std,1.2851435459971474,18O/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_13_TTAS_Unlab_Rep_1.isox,full_molecular_average,,0.004719095876464925,0.0004742083629483533,1.068948203439707e-05,0.0022651546639913915,0.001789329423809998,109373523.93495935,0.08214649556965685,Std,1.2659237778408765,18O/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_14_TTAS_Unlab_Rep_2.isox,full_molecular_average,,0.0047196516723504835,0.00048135185825364543,1.0847753169618481e-05,0.002298422409680941,0.0017845989706150602,108884314.65413916,0.08874983892202798,Std,1.2879209545261545,18O/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Smp\20221209_10_TTAS_C1-1_Rep_1.isox,full_molecular_average,,0.0011915109243691702,0.00024015682303805212,5.413552872290291e-06,0.004543435365610622,0.003567998486004616,103102820.22865854,0.07439320482192828,Smp,1.273384891678663,D/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_13_TTAS_Unlab_Rep_1.isox,full_molecular_average,,0.0011821178219469423,0.00024141998031877317,5.442026636386172e-06,0.004603624558695157,0.003569158540046888,109373523.93495935,0.08214649556965685,Std,1.289834706707839,D/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Smp\20221209_12_TTAS_C1-1_Rep_3.isox,full_molecular_average,,0.0011856400241165182,0.00023778731168145345,5.361502304694068e-06,0.0045220321477332055,0.0035706213437640445,104298952.22470768,0.07243813617474254,Smp,1.266455250325203,D/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_07_TTAS_Unlab_Rep_1.isox,full_molecular_average,,0.0011821924510981051,0.0002388171932479032,5.386092816171875e-06,0.004556020308849786,0.003580039025495559,95396114.41810784,0.07181637436722381,Std,1.272617498413758,D/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_08_TTAS_Unlab_Rep_2.isox,full_molecular_average,,0.001190802820220863,0.0002346028455925433,5.2910457748651705e-06,0.004443259358324176,0.0035728892570458443,96339602.05696847,0.07166787058799219,Std,1.2436039962789038,D/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_09_TTAS_Unlab_Rep_3.isox,full_molecular_average,,0.0011879715281063405,0.0002376015323014597,5.358675767166768e-06,0.004510777944071308,0.003580227395335625,96923242.47812818,0.07221426884817232,Std,1.2599138116053796,D/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_14_TTAS_Unlab_Rep_2.isox,full_molecular_average,,0.001191635871043931,0.0002390726995155152,5.387746176669166e-06,0.004521302444470087,0.003547338151912072,108884314.65413916,0.08874983892202798,Std,1.2745620098363142,D/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_15_TTAS_Unlab_Rep_3.isox,full_molecular_average,,0.0011866023982109015,0.00023774264538673233,5.3591331052680954e-06,0.004516368004437141,0.0035553806995957137,109066511.33536585,0.08919993975318673,Std,1.2702909719205886,D/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Smp\20221209_11_TTAS_C1-1_Rep_2.isox,full_molecular_average,,0.004723033558727984,0.0004787867176935977,1.079268612066013e-05,0.0022851173904355738,0.001792861374651051,103380975.50304878,0.07301377123048873,Smp,1.2745644603338793,18O/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Smp\20221209_11_TTAS_C1-1_Rep_2.isox,full_molecular_average,,0.0011946163476913318,0.00023894066445911196,5.386138540751025e-06,0.004508676405743202,0.0035589589214630912,103380975.50304878,0.07301377123048873,Smp,1.26685261202444,D/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Smp\20221209_10_TTAS_C1-1_Rep_1.isox,full_molecular_average,,0.004705498286420025,0.0004750066184262608,1.0707476102525474e-05,0.0022755243867428536,0.0017984881399705874,103102820.22865854,0.07439320482192828,Smp,1.2652429205232723,18O/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_15_TTAS_Unlab_Rep_3.isox,full_molecular_average,,0.0037554271636181438,0.00040738443428266577,9.183154350721245e-06,0.0024453022121387093,0.0020013941538410424,109066511.33536585,0.08919993975318673,Std,1.2217994178936347,15N/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_14_TTAS_Unlab_Rep_2.isox,full_molecular_average,,0.003786165406800375,0.00043139226157824307,9.72186290058605e-06,0.002567733275235282,0.0019918998754702147,108884314.65413916,0.08874983892202798,Std,1.289087522348047,15N/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Smp\20221209_10_TTAS_C1-1_Rep_1.isox,full_molecular_average,,0.03621031867095936,0.0012856919885191975,2.8981735639573734e-05,0.0008003722889855995,0.0006585386912529451,103102820.22865854,0.07439320482192828,Smp,1.2153762559688022,13C/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Smp\20221209_11_TTAS_C1-1_Rep_2.isox,full_molecular_average,,0.0362506609533953,0.001320891258080402,2.9775188452719025e-05,0.0008213695328479309,0.0006574670213002509,103380975.50304878,0.07301377123048873,Smp,1.24929389039702,13C/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_07_TTAS_Unlab_Rep_1.isox,full_molecular_average,,0.03585680112236394,0.0012844327486958979,2.896807347294126e-05,0.0008078822584894175,0.000661188611064356,95396114.41810784,0.07181637436722381,Std,1.2218635423694304,13C/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_08_TTAS_Unlab_Rep_2.isox,full_molecular_average,,0.035794881266321056,0.0012921268535179974,2.914160018659862e-05,0.0008141275834882452,0.0006628235805506984,96339602.05696847,0.07166787058799219,Std,1.2282719073027515,13C/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_09_TTAS_Unlab_Rep_3.isox,full_molecular_average,,0.03586815660101832,0.0013010067760898171,2.934187088956511e-05,0.0008180479196617558,0.0006626742024814008,96923242.47812818,0.07221426884817232,Std,1.2344647137289397,13C/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_13_TTAS_Unlab_Rep_1.isox,full_molecular_average,,0.03572662360760354,0.00132019688805795,2.9759536143607315e-05,0.0008329792501655186,0.0006603847783084613,109373523.93495935,0.08214649556965685,Std,1.2613544065917879,13C/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_14_TTAS_Unlab_Rep_2.isox,full_molecular_average,,0.035814327979823174,0.0012898325048163084,2.906768594009492e-05,0.0008116217050469541,0.0006580626752811124,108884314.65413916,0.08874983892202798,Std,1.2333501587827391,13C/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Smp\20221209_12_TTAS_C1-1_Rep_3.isox,full_molecular_average,,0.03622716662895461,0.001310196331156396,2.9541612626106424e-05,0.0008154546815288406,0.0006573501821755433,104298952.22470768,0.07243813617474254,Smp,1.2405179212547566,13C/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Smp\20221209_10_TTAS_C1-1_Rep_1.isox,full_molecular_average,,0.0037700804385474964,0.00042044450939900807,9.477551179693284e-06,0.002513885667475231,0.00200853934706144,103102820.22865854,0.07439320482192828,Smp,1.2515989149792506,15N/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Smp\20221209_11_TTAS_C1-1_Rep_2.isox,full_molecular_average,,0.003758900786422046,0.0004146728637686031,9.347448239518355e-06,0.0024867504546231545,0.0020088979404008275,103380975.50304878,0.07301377123048873,Smp,1.2378679895141826,15N/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Smp\20221209_12_TTAS_C1-1_Rep_3.isox,full_molecular_average,,0.0037589227307837756,0.00043055664144454035,9.707963007288962e-06,0.0025826450029912554,0.002008185272957704,104298952.22470768,0.07243813617474254,Smp,1.286059128990361,15N/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_07_TTAS_Unlab_Rep_1.isox,full_molecular_average,,0.003769191395746113,0.0004301015684173732,9.700168301837328e-06,0.002573540922539747,0.0020070943154358828,95396114.41810784,0.07181637436722381,Std,1.282222216837303,15N/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_08_TTAS_Unlab_Rep_2.isox,full_molecular_average,,0.0037550925171184702,0.0004275360505325739,9.64230765428029e-06,0.002567794963858698,0.0020141054541052807,96339602.05696847,0.07166787058799219,Std,1.2749059184685942,15N/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_09_TTAS_Unlab_Rep_3.isox,full_molecular_average,,0.0037761155961999024,0.0004245554816467116,9.575086276933376e-06,0.002535697341090213,0.002010416879146771,96923242.47812818,0.07221426884817232,Std,1.2612793731449234,15N/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_13_TTAS_Unlab_Rep_1.isox,full_molecular_average,,0.003766045597158703,0.00042706330086220466,9.626750261707294e-06,0.0025561958859367517,0.002001849140973198,109373523.93495935,0.08214649556965685,Std,1.2769173428793232,15N/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_molecular_average\Std\20221209_15_TTAS_Unlab_Rep_3.isox,full_molecular_average,,0.035806178462987615,0.001315507083706516,2.9653819789201836e-05,0.0008281760596109023,0.0006584729597142756,109066511.33536585,0.08919993975318673,Std,1.2577222001192945,13C/Unsub
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Std\20221209_13_TTAS_Unlab_Rep_1.isox,full_relative_abundance,15N,0.0925768021851955,0.009861467284331198,0.00022229464008869366,0.0024011916035294,0.0020885832443624727,109373523.93495935,0.0,Std,1.149674838199877,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Std\20221209_14_TTAS_Unlab_Rep_2.isox,full_relative_abundance,15N,0.09279770519829303,0.00992748827027954,0.00022372603430052216,0.0024109005047318506,0.0020783979124211938,108884314.65413916,0.0,Std,1.1599802378185193,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Std\20221209_15_TTAS_Unlab_Rep_3.isox,full_relative_abundance,15N,0.09217765603919238,0.009642974508237211,0.0002173694325487402,0.002358157517656105,0.002087680482869149,109066511.33536585,0.0,Std,1.1295586355318288,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Smp\20221209_10_TTAS_C1-1_Rep_1.isox,full_relative_abundance,D,0.028939149447927196,0.005762705570684735,0.00012990141566538203,0.004488777940731302,0.0036171169096622037,103102820.22865854,0.0,Smp,1.2409822664953623,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Smp\20221209_11_TTAS_C1-1_Rep_2.isox,full_relative_abundance,D,0.028982213548282877,0.0056578189838860015,0.00012753708940537383,0.004400529628039059,0.003608051510744431,103380975.50304878,0.0,Smp,1.2196415752199503,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Std\20221209_09_TTAS_Unlab_Rep_3.isox,full_relative_abundance,D,0.029090841560017414,0.005719639318685208,0.00012899619087929749,0.0044342543550404,0.0036297679263184615,96923242.47812818,0.0,Std,1.2216357753587568,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Std\20221209_07_TTAS_Unlab_Rep_1.isox,full_relative_abundance,D,0.028966992668305477,0.005756166178859898,0.00012981998859883602,0.004481652275242222,0.00362937531566364,95396114.41810784,0.0,Std,1.2348274525096177,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Std\20221209_08_TTAS_Unlab_Rep_2.isox,full_relative_abundance,D,0.029224391375854912,0.005645835324768062,0.00012733167436758516,0.004357034257102994,0.0036225683964514217,96339602.05696847,0.0,Std,1.2027472721760166,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Std\20221209_13_TTAS_Unlab_Rep_1.isox,full_relative_abundance,D,0.029062505713481766,0.005845380448273837,0.00013176505133218055,0.004533850337311289,0.003618518021152607,109373523.93495935,0.0,Std,1.2529577884669816,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Std\20221209_09_TTAS_Unlab_Rep_3.isox,full_relative_abundance,15N,0.09247548244800168,0.009888000367203852,0.0002230060868725545,0.002411515798232783,0.002097370502457006,96923242.47812818,0.0,Std,1.1497805444520963,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Smp\20221209_12_TTAS_C1-1_Rep_3.isox,full_relative_abundance,D,0.02879005986006857,0.005652897013510426,0.00012745852649503786,0.004427171291568627,0.003619549379482574,104298952.22470768,0.0,Smp,1.2231277508366263,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Std\20221209_08_TTAS_Unlab_Rep_2.isox,full_relative_abundance,15N,0.09216018893987767,0.009920486601224361,0.0002237387555271966,0.002427715894475396,0.002100972375856393,96339602.05696847,0.0,Std,1.155520140280672,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Std\20221209_08_TTAS_Unlab_Rep_2.isox,full_relative_abundance,13C,0.8786154196842674,0.010801889905966932,0.00024361722383703965,0.00027727401361176215,0.0008926361200338391,96339602.05696847,0.0,Std,0.31062378878557023,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Smp\20221209_12_TTAS_C1-1_Rep_3.isox,full_relative_abundance,15N,0.09129365214570571,0.009946461521064988,0.00022426754393094133,0.002456551344588644,0.002093945801708713,104298952.22470768,0.0,Smp,1.1731685426547505,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Smp\20221209_11_TTAS_C1-1_Rep_2.isox,full_relative_abundance,15N,0.09121593868348739,0.00945786697516891,0.0002131967865058431,0.002337275585636632,0.0020946403114783527,103380975.50304878,0.0,Smp,1.115836247793318,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Smp\20221209_10_TTAS_C1-1_Rep_1.isox,full_relative_abundance,15N,0.0915670188430839,0.009738422519085582,0.0002195209968755248,0.0023973806251322044,0.002094552899959086,103102820.22865854,0.0,Smp,1.1445786951377708,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Std\20221209_15_TTAS_Unlab_Rep_3.isox,full_relative_abundance,13C,0.878708823623299,0.010924682662455075,0.0002462613656278375,0.00028025366197234104,0.000886802051304877,109066511.33536585,0.0,Std,0.3160273045827581,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Std\20221209_14_TTAS_Unlab_Rep_2.isox,full_relative_abundance,13C,0.877989135247796,0.011347528795666185,0.0002557280902729175,0.00029126566606173666,0.0008860695531709988,108884314.65413916,0.0,Std,0.3287164817021159,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Std\20221209_13_TTAS_Unlab_Rep_1.isox,full_relative_abundance,13C,0.878360692101322,0.011282135337405448,0.00025431897119867244,0.00028953819710472186,0.0008893188634219213,109373523.93495935,0.0,Std,0.3255729851390273,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Std\20221209_09_TTAS_Unlab_Rep_3.isox,full_relative_abundance,13C,0.8784336759919819,0.011103393474742792,0.00025041709525227786,0.0002850722850185489,0.0008923699318404171,96923242.47812818,0.0,Std,0.31945527840748505,
C:\Users\tacse\Documents\Isotomics-Automated\Processed Data\Test_Data_Output\full_relative_abundance\Std\20221209_14_TTAS_Unlab_Rep_2.isox,full_relative_abundance,D,0.029213159553909955,0.005791076168981944,0.00013050778508571421,0.004467431358969412,0.003596620737924625,108884314.65413916,0.0,Std,1.2421191124942674,
